position,season,window,actual_years,n_train_rows,weighting,model,mae,rmse,medae,r2,spearman,bias,n
QB,2025,5y,5,3497,exponential,B_gbm_huber,6.925561764591713,8.332507470197482,6.549495482692401,0.2037939192755027,0.4719273859320503,-0.3378748832972757,708
QB,2025,5y,5,3497,exponential,F_yeojohnson_huber,7.07639823309639,9.116806477821898,5.621994904317555,0.0468537601217765,0.4153652469395785,-2.103878653161088,708
QB,2025,7y,7,4775,,existing_methodology,6.56854921803404,8.291491028824453,5.353989774683108,0.2116132131476341,0.4784992867105819,-1.2935601986042429,708
QB,2025,7y,7,4775,none,B_gbm_huber,6.903558613589034,8.249094710359982,6.2848707485702136,0.2196550099859484,0.495822347388215,0.0890697082256812,708
QB,2025,7y,7,4775,none,F_yeojohnson_huber,6.5628870593260284,8.401213297929717,5.44628648087388,0.1906095256518356,0.4779472220713366,-1.4633334214382845,708
QB,2025,7y,7,4775,linear,B_gbm_huber,6.913287775658882,8.284228758525279,6.319298081112999,0.2129936573979217,0.478123392755544,-0.0463429148879544,708
QB,2025,7y,7,4775,linear,F_yeojohnson_huber,6.684907307709296,8.609229884391215,5.329440874793283,0.1500318038168488,0.4502846543206885,-1.4937709924231115,708
QB,2025,7y,7,4775,exponential,B_gbm_huber,6.858406391750987,8.262303873813789,6.30981677626054,0.217153897396173,0.4837943066493537,-0.0448161626872913,708
QB,2025,7y,7,4775,exponential,F_yeojohnson_huber,6.801968763871219,8.78723382684752,5.261991594322668,0.1145206598219806,0.4380254137358889,-1.7713250886663423,708
QB,2023,10y,10,6387,,existing_methodology,6.1489316460236685,7.506859092197579,5.5216243903108255,0.285935255765596,0.526618286878789,0.7237341272214455,718
QB,2023,10y,10,6387,none,B_gbm_huber,6.327788227804697,7.699104197357005,5.754390526104093,0.2488936085208101,0.5459600894908317,0.6111129543557653,718
QB,2023,10y,10,6387,none,F_yeojohnson_huber,5.848314590203254,7.317760079323887,4.980965195685238,0.3214569662611288,0.5520535330231156,-0.1203704492899487,718
QB,2023,10y,10,6387,linear,B_gbm_huber,6.311511224677738,7.680357310882369,5.744557016846026,0.2525469590360994,0.541769133707957,0.4667846041732938,718
QB,2023,10y,10,6387,linear,F_yeojohnson_huber,5.832492264064375,7.323578473561435,4.867562339532406,0.3203775101472498,0.5493772550700226,-0.2903461534880581,718
